Ticker,Name,R&D Exp:CY,CAPEX:CY,Tot Assets:CY,Debt/Assets:CY,Curr Ratio:CY,EBIT:CY,ROA:CY,AZS
TIETO FH Equity,TIETOEVRY OYJ,129300000,-84100000,3518400000,33.0605,0.8016,254300000,4.9825,4.394
TPGR SS Equity,TIME PEOPLE GROUP AB, ,0,84166000,6.6001,0.8958,-3755000,-4.5024,5.01
TNXT IM Equity,TINEXTA SPA, ,-4553000,1022745984,28.768,1.1598,52396000,6.2986,1.7736
TIOG US Equity,TINGO GROUP INC,1689000,-39645000,1682358016,0.1758,2.0015,-11792000,-5.0607,3.4281
TMNA US Equity,TINGO INC, ,-405107,6545195520,0,1.399,-93845928,-4.8769,1.8502
TTD/H CN Equity,TINKERINE STUDIOS LTD,2833,0,193739,376.3068,0.1289,-87779,-42.8867, 
TNTRQ US Equity,TINTRI INC,74120000,-6415000,76247000,90.2685,0.4511,-149466000,-174.0656,-14.1112
TINY CN Equity,TINY LTD,0,-553471,392635136,33.5464,0.8961,-19173692,4.9666,1.9098
TLDE US Equity,TLD3 ENTERTAINMENT GROUP INC, , , , , , , , 
TMMI US Equity,TMM INC, , , , , , , , 
TPPM US Equity,TMPOS INC, , , , , , , , 
TOBII SS Equity,TOBII AB,278000000,-12000000,1148999936,6.8755,0.9658,-175000000,-16.6877,-2.6078
TGGL CN Equity,TOGGLE3D.AI INC, , , , , , , , 
TOM2 NA Equity,TOMTOM NV,359215008,-11857000,795891008,5.8693,1.6687,-20008000,-2.6204,1.5527
TONY CN Equity,TONY G CO-INVESTMENT HOLDING, ,0,989475,0,0.1168,-1961865,-96.469, 
TOI CN Equity,TOPICUS.COM INC-SUB VOTING, ,-7778000,1435156992,20.0556,0.738,165191008,5.2567,7.2606
TTZ CN Equity,TOTAL TELCOM INC,0,-362815,5529492,7.2285,9.8042,225428,5.5753,8.8504
THP CN Equity,TOTALLY HIP TECHNOLOGIES INC, ,0,45728,66.3707,0.0976,-118235,-31.6382,-954.568
TGHI US Equity,TOUCHPOINT GROUP HOLDINGS,0,-351000,1946000,128.9825,0.2811,-3968000,-221.5824,-1254.0663
TST LN Equity,TOUCHSTAR PLC, ,-17000,6823000,3.0925,1.6397,599000,8.6527,4.4272
TOUCH SS Equity,TOUCHTECH AB,0,0,51410748,0,5.1936,714864,1.8539,10.7757
MLPSH FP Equity,TPSH, , , , , , , , 
TPTW US Equity,TPT GLOBAL TECH INC, ,0,7,3511857,0,-28514,-56197.3477, 
TPX LN Equity,TPXIMPACT HOLDINGS PLC,0,-170000,82941000,20.212,1.6564,-22801000,-20.5714,1.2419
TRCK US Equity,TRACK GROUP INC,2749218,-1817584,37670008,114.027,1.5794,-1884484,-7.9097,-25.5056
TRCS LN Equity,TRACSIS PLC,36000,-1487000,102810000,1.8092,1.6372,967000,0.4791,6.9996
TRAK LN Equity,TRAKM8 HOLDINGS PLC,433000,-740000,35339000,19.7714,0.6989,-629000,-3.2779,0.9166
TNLX US Equity,TRANS-LUX CORP,0,-327000,8330000,75.7143,0.2339,-2985000,-45.846,-10.9763
TACT US Equity,TRANSACT TECHNOLOGIES INC,9442000,-901000,54198000,3.0425,3.0067,5706000,8.956,4.1787
EGR FP Equity,TRANSITION EVERGREEN, ,0,165072000,13.1658,0.6168,-10893000,-4.5947,0.3035
TRANS SS Equity,TRANSTEMA GROUP AB, ,-14659000,1714134016,20.7592,1.0004,58571000,7.9652,3.4823
TXCCQ US Equity,TRANSWITCH CORP,15892000,-293000,17597000,13.8205,0.5796,-16663000,-80.6016,-63.8239
TGL US Equity,TREASURE GLOBAL INC,513524,-16740,4278585,0.4033,1.0688,-6062982,-123.6813,-16.6801
TRUE CN Equity,TREATMENT.COM AI INC,354489, ,739306,0,0.5004,-2402858,-988.7067,-57.6453
TRLS LN Equity,TRELLUS HEALTH PLC, ,0,20287000,0,15.6858,-6803000,-27.441,-2.8137
TRD LN Equity,TRIAD GROUP PLC, ,-40000,6501000,11.5828,2.0999,-1278000,-13.3228,13.3171
TRB LN Equity,TRIBAL GROUP PLC, ,-390000,113639000,14.1087,0.5878,7391000,4.8859,3.7415
TRBE CN Equity,TRIBE PROPERTY TECHNOLOGIES, ,-97701,14398217,61.0494,0.4415,-13653672,-70.0432,-14.5354
TRIFOR DC Equity,TRIFORK GROUP AG,1316000,-5016000,304263008,44.8632,0.946,19702000,5.2893,2.5341
TMXN US Equity,TRIMAX CORP, ,0,0, ,0,-716388, , 
TMOL US Equity,TRIMOL GROUP INC,0,0,10000,0,0.0013,-182000,-1654.5454, 
TRT US Equity,TRIO-TECH INTERNATIONAL,392000,-542000,42540000,6.7043,3.4156,1093000,2.4786,3.5269
TRIONA SS Equity,TRIONA AB, ,-1829000,129182000,9.2892,1.4862,12417000,7.4784,7.9446
TPPPF US Equity,TRIPLE P N.V., , , , , , , , 
KETA CN Equity,TRIPSITTER CLINIC LTD,3101,0,2825,9665.3096,0.0039,-305044,-597.2202,-414.3918
TBRG US Equity,TRUBRIDGE INC,37246000,-346000,434422016,46.7953,2.3109,-42604000,-10.5823,2.5701
TREP US Equity,TRUCEPT INC,0,0,29947730,12.8913,0.6325,1342453,4.0995,1.2242
TRUEB SS Equity,TRUECALLER AB-B,0,-17070000,2160339968,5.5981,7.0409,657676992,23.8121,22.5961
TTT CN Equity,TRUTRACE TECHNOLOGIES INC,161463,0,117409,583.4595,0.042,-1449181,-301.9916,-319.0578
TTEC US Equity,TTEC HOLDINGS INC,0,-67839000,2185597952,51.8882,1.6902,118021000,0.3884,2.7433
TTMI US Equity,TTM TECHNOLOGIES,27272000,-160242000,3323663104,30.7081,2.0309,42316000,-0.5632,2.5482
TUR GR Equity,TURBON AG,800000,-2448000,45617000,2.4486,2.5334,2033000,-0.4715,2.5207
TTGI CN Equity,TURNIUM TECHNOLOGY GROUP INC,1208287,-5235,2904105,24.8158,0.2621,-3809732,-124.9337,-34.5924
TBCH US Equity,TURTLE BEACH CORP,17137000,-2159000,149967008,5.1558,2.2164,-16443000,-11.2837,1.8082
TWLO US Equity,TWILIO INC - A,942790016,-11310000,11609706496,10.1404,6.6423,-876540992,-8.4011,2.569
ALTXC FP Equity,TXCOM, , , , , , , , 
TXT IM Equity,TXT E-SOLUTIONS SPA,9035000,-2427292,302242208,38.1207,1.4232,20187384,5.1448,3.5142
TYL US Equity,TYLER TECHNOLOGIES INC,109585000,-53009000,4676662784,14.9014,0.8596,218536992,3.5437,12.4683
UBXN SW Equity,U-BLOX HOLDING AG,188134000,-7129000,593105984,12.2368,2.6594,-3388000,-1.3681,5.462
UBQU US Equity,UBIQUITECH SOFTWARE CORP, , , , , , , , 
UI US Equity,UBIQUITI INC,159768000,-11975000,1154412032,65.5993,3.2164,498996992,27.332,12.3837
UBYH US Equity,UBUYHOLDINGS INC, , , , , , , , 
UDSG US Equity,UDS GROUP INC, ,-28860,345000,31.0145,0.5032,-296229,-97.7305, 
CFC GR Equity,UET UNITED ELECTRONIC TECHNO,3719000,-1010000,53869584,0.9716,2.3525,3048095.25,-2.2567,0.6656
PATH US Equity,UIPATH INC - CLASS A,332100992,-7342000,2954757888,2.2699,3.6257,-164720000,-3.1594,4.2731
UMLS US Equity,ULTIMATE LIFESTYLE CORP, , , , , , , , 
UCTT US Equity,ULTRA CLEAN HOLDINGS INC,28300000,-75800000,1867699968,34.2614,2.8813,35200000,-1.6246,3.3813
MJLB US Equity,ULTRACK SYSTEMS INC, , , , , , , , 
MLUMG FP Equity,UMALIS GROUP, , , , , , , , 
UMDK GR Equity,UMT UNITED MOBILITY TECHNOLO,0, ,10918257,0.0005,0.3266,-31538574,-121.0979,-9.9777
UPG BB Equity,UNIFIEDPOST GROUP SA,23662000,-739000,277977984,45.0813,0.7894,-65907000,-27.2375,-4.4092
FPG FP Equity,UNION TECHNOLOGIES INFORMAT, ,-74000,14825000,23.4064,0.3165,30000,-1.2196,3.0006
USRC US Equity,UNISOURCE CORP, , , , , , , , 
UIS US Equity,UNISYS CORP,24100000,-32700000,1965400064,27.9282,1.4918,76900000,-21.3694,-0.0808
UCSO US Equity,UNITED CONSORTIUM LTD, ,0,28800,0,11.0769,-73618,-289.8347, 
UTRX US Equity,UNITRONIX CORP,0,0,83000,602.4097,0.1061,16000.001,-13.5135, 
U US Equity,UNITY SOFTWARE INC,1053587968,-55921000,7243441152,39.5192,2.6003,-832793984,-10.9039,-0.2336
OLED US Equity,UNIVERSAL DISPLAY CORP,130481000,-59792000,1668961024,1.5811,7.7185,217188992,12.6811,28.8393
UEIC US Equity,UNIVERSAL ELECTRONICS INC,31281000,-8116000,355872000,20.3368,1.6063,-85301000,-22.8451,2.9552
UNEH US Equity,UNIVERSAL NEW ENERGY HOLDING, ,0,57501,0,61.4984,-1246654,-126.7483, 
UPIN US Equity,UNIVERSAL POWER INDUSTRY COR,0,0,5575,0,1.1938,-12390, , 
UTRK US Equity,UNIVERSAL TRACKING SOLUTIONS, ,0,187665,26.0789,1.0611,65123,35.7897,2.2133
UPYY US Equity,UPAY INC,0,-24095,770340,19.0136,0.7578,-681858,-91.8175,-2.7072
UPDC US Equity,UPD HOLDING CORP,0,-75819,652739,145.4902,0.0153,-1297055,-207.1714,-55.1317
UPLD US Equity,UPLAND SOFTWARE INC,49375000,-1220000,870024000,55.2424,2.298,-163919008,-18.1372,-6.3386
UPSALE SS Equity,UPSALES TECHNOLOGY AB, ,-2939980,115914032,0,1.0247,34360672,22.9201, 
UI CN Equity,URBANIMMERSIVE INC,0,-231283,18913532,20.6231,0.2264,-2150595,-10.0816,-9.0707
ULY US Equity,URGENT.LY INC,16907000,-149000,121194000,59.4287,3.4671,-46104000, ,-5.5095
USDC US Equity,USDATA CORPORATION,1468000,-579000,8184000,17.522,0.6064,-2927000,-66.8799,-11.1511
OSP2 GR Equity,USU SOFTWARE AG,20925000,-952000,108063000,14.7571,1.2944,7623000,4.7792,3.9339
VVX US Equity,V2X INC,0,-25021000,3081900032,37.7678,1.0413,124416000,-0.7149,5.032
VLRM PZ Equity,VALEREUM PLC, ,0,2435795,0,0.0543,-2637954,-19.223,-10.1092
VMRI US Equity,VALMIE RESOURCES INC, ,-15300,436672,0,1.4767,-590151,-403.3254,169.8382
VNT IM Equity,VANTEA SMART SPA,23671,-27014,30299352,23.3217,2.0772,998302,1.7161,1.8933
VANTI FP Equity,VANTIVA SA,69000000,-32000000,1664999936,32.5526,0.8446,-136000000,-14.2216,0.0362
VRNS US Equity,VARONIS SYSTEMS INC,183838000,-5099000,1103910016,28.2486,2.5007,-117223000,-9.3978,3.3261
VAR1 GR Equity,VARTA AG,23200000,-111582000,1258454016,47.9074,0.6188,-188008000,-15.9785,0.179
VRTK US Equity,VARTECH SYSTEMS INC, , , , , , , , 
VTON US Equity,VAST SOLUTIONS INC-CL B1, , , , , , , , 
VCMP US Equity,VCAMPUS CORP,2829243,-145302,5175567,51.0561,0.5837,-6376699,-143.1383,-84.8087
VCM CN Equity,VECIMA NETWORKS INC,44169000,-2659000,387823008,17.937,1.6393,29593000,5.3901,5.3273
V3S GR Equity,VECTRON SYSTEMS AG, , ,30339628,0,1.8547,-1772629,-2.5997,2.2648
VEEA US Equity,VEEA INC, ,0,35701532,2.801,0.0188,-3098285,-0.0193,-9.6757
VECO US Equity,VEECO INSTRUMENTS INC,112853000,-27930000,1229041024,25.2632,3.2393,69940000,-2.5766,3.1148
VEEV US Equity,VEEVA SYSTEMS INC-CLASS A,629030976,-26196000,5910920192,0.9436,4.244,429334016,9.8123,23.8419
VLDX US Equity,VELO3D INC,42031000,-1046000,153799008,29.6322,2.4273,-133254000,-71.718,-7.1671
VENZ CN Equity,VENZEE TECHNOLOGIES INC,0,0,27778.7051,2468.1958,0.0341,-774082.8125,-2663.176,-571.0298
ALVG FP Equity,VEOM GROUP,3769000,-1764000,25837000,68.0729,0.5454,-2355000,-7.0775,-0.2226
MDRX US Equity,VERADIGM INC,193671008,-5295000,2425229056,17.9151,1.3916,77199000,5.0324,4.8952
VERB US Equity,VERB TECHNOLOGY CO INC,0,-32000,10839000,21.9577,0.6516,-13795000,-124.5026, 
VRME US Equity,VERIFYME INC,107000,-712000,20705000,11.9633,1.495,-3328000,-16.3543,-17.7109
VMX FP Equity,VERIMATRIX SA,19520000,-322000,191866000,21.1382,1.0578,-8315000,-7.1144,0.8478
VRNT US Equity,VERINT SYSTEMS INC,133804000,-16114000,2226424064,20.2602,1.3707,68185000,1.7009,2.7624
VRTC US Equity,VERITEC INC,0,0,132000,6815.1514,0.014,-508000,-1027.1844,-393.9225
VERI US Equity,VERITONE INC,42090000,-5120000,378857984,37.0579,0.9684,-92336000,-14.5904,-4.1009
VERS CN Equity,VERSES AI INC,12024288,-185155,5699640,37.5621,0.3812,-40140156,-650.0143,-32.6097
VS US Equity,VERSUS SYSTEMS INC,1494155.125,0,6442793.5,0,15.1417,-14644705,-153.6771,-31.0401
VERX US Equity,VERTEX INC - CLASS A,58212000,-49261000,759926976,8.8124,0.6049,-17510000,-1.7704,4.8056
FORA CN Equity,VERTICALSCOPE HD SUB VOT, ,-2257811,152951520,40.2223,1.911,-2992763,-2.996,0.3359
VERT SS Equity,VERTISEIT AB,0,-311000,540921024,35.1332,0.9092,28069000,2.1742,8.2507
VRV GR Equity,VERVE GROUP SE,0,-508000,1007027968,42.2327,0.8037,99002000,4.5554,1.175
VIAOY US Equity,VIA OPTRONICS AG,5976470,-5436941,137384736,28.7016,1.4518,-7209347,-7.0271,1.6435
DSP US Equity,VIANT TECHNOLOGY INC-A,24756000,-13476000,404911008,6.2814,3.1274,-18296000,-0.8797,3.8606
VSAT US Equity,VIASAT INC,150652992,-1539384960,16329364480,46.8606,2.6846,-889806016,-8.8854,0.5426
VIAV US Equity,VIAVI SOLUTIONS INC,201900000,-19500000,1736300032,38.6742,3.5471,20800000,-1.4386,-75.8898
VICR US Equity,VICOR CORP,7263000,-33452000,594886976,1.3831,9.5172,51358000,9.4709, 
VID LN Equity,VIDENDUM PLC,14900000,-4800000,451300000,30.4011,2.6195,-4700000,-15.5346,2.024
VIDE US Equity,VIDEO DISPLAY CORP,0,-286000,4739000,49.0399,0.7766,-364000,-2.6141,4.9689
VCTY US Equity,VIDEOLOCITY INTERNATIONAL,16455,-515,731056,393.9347,0.0021,-725649,-92.3806,-63.3745
IMINT SS Equity,VIDHANCE AB, ,-145000,95723000,0,5.5432,-18611000,-16.5233,0.8508
VBIX US Equity,VIEWBIX INC,2893000,-16000,43282000,22.8571,0.9005,-7472000,-13.6908,-2.0299
VCST US Equity,VIEWCAST.COM INC,2954991,-66263,5526663,123.8733,1.4487,-1201350,-26.3037,-24.5312
VMEO US Equity,VIMEO INC,107074000,-108000,622920000,2.1569,1.5491,13047000,3.5872,2.565
VINCIT FH Equity,VINCIT OYJ, ,-1007360.6875,56958416,0.1863,1.5609,-2196358.25,-4.7989,4.0621
VQS CN Equity,VIQ SOLUTIONS INC,1359178,-25792,29675196,47.0767,0.8663,-11529411,-43.9472,-11.4858
VHC US Equity,VIRNETX HOLDING CORP,9713000,-65000,60412000,0,42.9274,-31445000,-26.1225,-3.9158
VRED US Equity,VIRTUAL ED LINK INC, , , , , , , , 
MLVIR FP Equity,VIRTUALWARE, , ,7853377.5,12.19,1.0488,153645.9219,0.2249,4.1134
V6C GR Equity,VISCOM AG,0,-1249000,126012000,36.0394,1.8322,6611000,2.5106,2.373
VSH US Equity,VISHAY INTERTECHNOLOGY INC,99506000,-329409984,4239922944,22.3472,3.3202,486144000,7.9901,2.4277
VPG US Equity,VISHAY PRECISION GROUP,20400000,-15154000,471566016,12.4023,3.9443,41954000,5.4217,3.9628
ALVIV FP Equity,VISIATIV SA,14800000,-13500000,350500000,32.525,1.1516,17500000,2.9851,2.3583
VSTCQ US Equity,VISION TECHNOLOGY CORP, , , , , , , , 
VIZG US Equity,VISIONGLOBAL CORP, ,-142864,1541957,3.4899,5.3752,-1703989, , 
VIS CN Equity,VISIONSTATE CORP,0,0,386624,63.0033,0.4663,-927773,-253.4406, 
VISM US Equity,VISIUM TECHNOLOGIES INC, ,-168492,5538601,75.1773,0.5071,-2471711, , 
VISL US Equity,VISLINK TECHNOLOGIES INC,3493000,-698000,44992000,2.7071,5.7316,-10598000,-18.8598,-9.8781
VIS PZ Equity,VISUM TECHNOLOGIES PLC, , ,3295775,0,0.088,-919372,-25.2062, 
VMSI US Equity,VITA MOBILE SYSTEMS INC, ,-8942,63493.9961,280.6565,0.0656,-692273,-176.2329, 
VHI CN Equity,VITALHUB CORP,12169285,-260717,118783952,0.4555,1.5105,5813158,4.0445,7.0599
VITA CN Equity,VITALIST INC,0,0,1376925,668.8579,0.1819,-4767453,247.4289,-78.4017
VITB SS Equity,VITEC SOFTWARE GROUP AB-B SH,0,-25827000,7829344256,28.8261,0.7164,592012992,4.794, 
OTTV US Equity,VIVA ENTERTAINMENT GROUP INC, ,0,47912,1943.2627,0.0001,-3913166,-13190.6465,-1902.3151
VG0K GR Equity,VIVANCO GRUPPE AG,123000,-302000,33400612,63.3873,1.4743,-4951917,-8.5297,1.2089
VNE IM Equity,VNE SPA, ,-769781,29620476,26.5292,2.3354,-639380,-3.5964,1.4713
VO2 SS Equity,VO2 CAP HOLDING AB,0,-301000,476760000,26.593,0.6801,8709000,1.141,0.978
VHAI US Equity,VOCODIA HOLDINGS CORP,1383375,0,4459346,88.8633,0.0016,-5941895,-185.9169, 
ALVGO FP Equity,VOGO SACA, ,-2264779,21518088,31.2797,1.5689,-2237875,-11.1133,1.7332
VSST US Equity,VOICE ASSIST INC, ,-16722,600122,37.9923,0.2055,-2712850,-362.5653,-193.6712
VQLA AV Equity,VOQUZ LABS AG,0, ,5282871.5,17.0242,1.0856,-6095.1802,-1.9675,3.9888
VJTTY US Equity,VOXELJET AG-ADR,6170000,-627000,45562000,49.7652,2.8952,-9038000,-22.4668,-2.4258
VXTR CN Equity,VOXTUR ANALYTICS CORP,19914404,-28164.3281,77007648,37.4459,0.2975,-35931012,-40.8307,-9.9734
VOXX US Equity,VOXX INTERNATIONAL CORP, ,-2731000,444006016,17.0473,2.4321,-44041000,-8.4799,2.1277
VSBY CN Equity,VSBLTY GROUPE TECHNOLOGIES C,2798899,-4656.9419,1232148.375,89.7988,0.1591,-13135827,-425.9437,-46.4149
VSEE US Equity,VSEE HEALTH INC, ,0,1370500,0,0.0002,-2593765,-98.0329, 
VTEX US Equity,VTEX -CLASS A,60116000,-472000,341144992,1.2007,3.4469,-14602000,-3.9172,8.4168
VBTC US Equity,VUBOTICS INC,568671,-32212.998,544056,202.6159,0.2915,-3418042,-972.7853,-64.5782
VLAI US Equity,VULCAIN CORP, , , , , , , , 
VULTS SS Equity,VULTUS AB,0,0,6930461,0,1.5286,-9679889,-124.9342,-52.2698
VU FP Equity,VUSIONGROUP,15093000,-87519000,1051945024,17.4062,1.1987,51473000,10.0423,1.9907
VUZI US Equity,VUZIX CORP,12339534,-5323483,86147680,0.3496,7.9561,-52301540,-45.9114,3.5284
ALLIX FP Equity,WALLIX GROUP, ,-4722000,58465000,15.31,1.0966,-9495000,-15.5815, 
WTG PZ Equity,WATCHSTONE GROUP PLC,0,0,7462000,0,7.4101,-7366000,-61.9677,-9.7841
WAVE FP Equity,WAVESTONE, ,-3109000,977740992,8.6316,1.2047,85783000,7.6854,6.9008
WAY US Equity,WAYSTAR HOLDING CORP,35332000,-21517000,4582973952,49.1766,1.7981,142083008,-1.1066, 
WAYS SS Equity,WAYSTREAM GROUP AB,10932000,-92000,128594000,9.981,2.1226,-5082000,-3.7635, 
WFTI US Equity,WEATHERFLOW-TEMPEST INC, , , , , , , , 
WEAV US Equity,WEAVE COMMUNICATIONS INC,34040000,-1691000,201012000,29.6216,1.7814,-34366000,-15.1607, 
WKYN US Equity,WEBSKY INC, , , , , , , , 
WBSR US Equity,WEBSTAR TECHNOLOGY GROUP INC, ,0,668,0,0.0002,-838656,-34579.4727,-5051.9436
WSTEP NO Equity,WEBSTEP ASA,7573000,-5482000,708172032,32.0801,0.8858,18467000,0.6407,5.2501
WGNR US Equity,WEGENER CORP,1231672,-44289,4914000,86.4876,0.3148,-2413000,-45.6118,-9.7433
WFLD CN Equity,WELLFIELD TECHNOLOGIES INC,259552, , , , ,-1754893, , 
WMGR US Equity,WELLNESS MATRIX GROUP INC, ,0,1306817.5,0,0.3362,-91230.8984,-6.4353, 
WNRC US Equity,WENR CORPORATION, , , , , , , , 
WSTL US Equity,WESTELL TECHNOLOGIES INC-A,4174000,-242000,36025000,3.8279,7.4612,2273000,10.3279,-8.9567
WDC US Equity,WESTERN DIGITAL CORP,950000000, ,24188000256,30.7342,1.3241,-403000000,-3.2828,2.8808
WSG LN Equity,WESTMINSTER GROUP PLC,0, ,7603000,27.5155,1.1996,-1655000, ,4.0761
WTRO US Equity,WI-TRON INC,435782,0,78953,1800.0443,0.031,-1187204,-1071.8293,-618.4159
YTY CN Equity,WI2WI CORP,249773.125,-50399.3242,5364579.5,32.1807,3.8556,-893105.6875,-13.7548,-3.3855
WIIT IM Equity,WIIT SPA, ,-14427344,309093248,73.6124,1.0234,19459266,2.7075,2.7433
WRMA US Equity,WIREMEDIA INC, , , , , , , , 
WIRTEK DC Equity,WIRTEK AS,0,-1136000,30171000,6.8277,1.6194,4653000,13.2898,5.5047
WIHN SW Equity,WISEKEY INTERNATIONAL HOLDIN,4398000,-3021000,47801000,16.2423,1.5914,-13300000,-31.5734,-8.6306
WISH CN Equity,WISHPOND TECHNOLOGIES LTD,2064357,-1321837,14469302,0,0.3489,-1376518,-12.2964,-1.2999
ALWIT FP Equity,WITBE.NET, ,-4060000,22030000,27.2174,1.0507,-676000,-6.7253,1.7459
WITTED FH Equity,WITTED MEGACORP OY, ,-41431.8281,27902646,0,1.4285,-1769136.25,-5.3222,4.6052
MAPS US Equity,WM TECHNOLOGY INC,36001000,-11871000,167020992,19.7837,1.5271,-18457000,-5.4079,2.5791
WMDH US Equity,WMD HOLDINGS GROUP INC, , , , , , , , 
WOLF US Equity,WOLFSPEED INC,201900000,-2273999872,7984600064,78.7942,4.5086,-445300000,-11.8617,-0.3738
WNDR CN Equity,WONDERFI TECHNOLOGIES INC, ,-33241,1135206528,0.049,1.0254,-16292860, ,0.12
WDAY US Equity,WORKDAY INC-CLASS A,2464000000,-228000000,16451999744,20.028,1.9662,183000000,9.2257,5.8348
WK US Equity,WORKIVA INC,172790000,-2124000,1218860032,65.0758,2.0824,-94527000,-12.5118,1.9679
WAXS US Equity,WORLD ACCESS INC, ,-7198000,1629803904,30.1984,1.8959,10802000,-4.8769,2.1079
WHEN US Equity,WORLD HEALTH ENERGY HOLDINGS,1935085,-30923,10198927,20.7668,0.3494,-6900154,-68.318,-28.2142
WWRL US Equity,WORLD WIRELESS COMMUNICATION,666428,-42018,777457,879.3841,0.0576,-4530068,-799.0873, 
WDDD US Equity,WORLDS INC,0,0,265401,291.3625,0.0779,-317035,60.1649,-657.3365
WBWB US Equity,WU BA SUPERIOR PRODUCTS HOLD, , , , , , , , 
WYLD SS Equity,WYLD NETWORKS AB,0,-459000,28406000,52.8057,1.2418,-46337000,-154.9804,-36.0426
WYTC US Equity,WYTEC INTERNATIONAL INC,131759,0,1221268,1.7694,0.2837,-3088768,-443.4506, 
XFAB FP Equity,X-FAB SILICON FOUNDRIES SE,47191000,-337788992,1703814016,15.3172,1.2528,157675008,10.943,2.3084
XFCH US Equity,X-FACTOR COMMUNICATIONS HOLD, ,-3835,444305,162.1483,0.3849,-2240500, , 
XAR LN Equity,XAAR PLC,5821000,-1510000,97256000,10.386,2.8395,-461000,-2.1773,4.4046
XCLL US Equity,XCELMOBILITY INC,3808,-28018,197412,503.3159,0.0626,-1099735,-356.1621, 
XCYT CN Equity,XCYTE DIGITAL CORP, ,0,1344819,66.0098,1.6002,-1867582,-240.0838,-9.4416
XRX US Equity,XEROX HOLDINGS CORP,229000000,-37000000,10008000512,34.5624,1.1432,47000000,0.0093,1.3901
XIGM CN Equity,XIGEM TECHNOLOGIES CORP, ,0,1042757,0,0.2379,-1257019,-150.7988,-110.4859
XMR SS Equity,XMREALITY AB,0,-50261,27499068,12.1216,0.3867,-31046342,-77.6901, 
XPER US Equity,XPERI INC,222832992,-12748000,673635008,14.1557,1.9194,-129637000,-19.3702,-1.2786
XPLRA NO Equity,XPLORA TECHNOLOGIES AS,0,0,546848000,10.113,1.6499,-22850000,-4.0501, 
XRA CN Equity,XRAPPLIED TECHNOLOGIES INC,0,0,13165468,1.5788,3.0401,-1381364,-19.408,5.7008
XMSP US Equity,XSTREAM MOBILE SOLUTIONS COR, ,-2739,39651,447.6558,0.1138,-458644,-862.171, 
XCOMQ US Equity,XTERA COMMUNICATIONS INC,11162000,-1160000,39272000,32.695,0.8556,-12250000,-44.8411,-16.2276
XTRA CN Equity,XTRACT ONE TECHNOLOGIES INC,8265043,-1800,24942170,1.5272,2.2949,-11350173,-50.3623,-4.5734
XYLB US Equity,XY LABS INC-CL A, , , , , , , , 
YEXT US Equity,YEXT INC,72040000,-2728000,508809984,20.9037,1.3441,-6201000,-0.5094,-0.5062
YNV CN Equity,YNVISIBLE INTERACTIVE INC,0,-66421,10698255,3.9795,5.8073,-5647357,-38.0352,2.7904
YQAID US Equity,YOUNEEQAI TECHNICAL SERVICES,0,0,25017,196.4704,0,-18632, , 
YUBICO SS Equity,YUBICO AB, , ,1473699968,2.6464,4.52,194500000,10.9647, 
ZNAE US Equity,ZANE INTERACTIVE PUBLISHING, , , , , , , , 
ZPTA US Equity,ZAPATA COMPUTING HOLDINGS IN, ,0,86470608,0,0.215,-8349476,-0.528,5.1768
ZBRA US Equity,ZEBRA TECHNOLOGIES CORP-CL A,519000000,-87000000,7305999872,33.0413,1.0463,481000000,3.9906,6.8122
ZDGE US Equity,ZEDGE INC-CL B,0,-47000,38195000,0.5315,3.8395,-11805000,-21.5722,2.9342
ZENA US Equity,ZENATECH INC, ,-447780.9688,12458451,2.2959,2.3866,175226.5938,-1.6102, 
ZDEC US Equity,ZENOVIA DIGITAL EXCHANGE COR, , , , , , , , 
ZRFY US Equity,ZERIFY INC,580000,-39000,313000,2086.5815,0.0141,-8222000,-690.0118,-1975.8203
ZETA US Equity,ZETA GLOBAL HOLDINGS CORP-A,73869000,-20483000,550713984,33.4379,1.7561,-167684992,-36.8616,9.8862
ZEU CN Equity,ZEU TECHNOLOGIES INC,293121,0,252712,2090.6558,0.0416,-2429261, , 
ZIMCF US Equity,ZIM CORP, ,-4486,1160784,1.4003,14.9406, , ,-17.3853
ZONE CN Equity,ZONETAIL INC, , ,1251251,17.8487,1.5704,-1834191, ,-10.9422
ZOO LN Equity,ZOO DIGITAL GROUP PLC,513000,-2180000,49106000,11.2104,1.1308,-19118000,-38.6877,-1.2961
ZM US Equity,ZOOM COMMUNICATIONS INC,803187008,-126953000,9929792512,0.7347,4.4979,525279008,7.0602,8.7978
GTM US Equity,ZOOMINFO TECHNOLOGIES INC,189800000,-26500000,6868299776,19.8725,1.3539,259500000,1.5323,0.8596
ZMD/H CN Equity,ZOOMMED INC, ,0,7070,0,0.0134,-43859,43.3583, 
ZVOI US Equity,ZOVIO INC, ,-1436000,149034000,2.684,0.6865,-42608000,-27.292,12.1746
ZS US Equity,ZSCALER INC,499828000,-194896000,4704968192,26.3119,1.0911,-121477000,-1.3883,5.2716
ZSPC US Equity,ZSPACE INC,4218000,-5000,13847000,101.6105,0.4577,-8615000,-81.3352, 
ZULU US Equity,ZULU TEK INC, , , , , , , , 
ZUO US Equity,ZUORA INC - CLASS A,108288000,-9987000,823836032,48.9642,2.4262,-64407000,-9.1385,0.808
ZVLO US Equity,ZVELO INC,3063000,-225081,13134664,60.3059,2.0316,-8161000.5,-44.6369, 
