Ticker,Name,Tot Assets:2024,Tot Assets:2023,Tot Assets:2022,Tot Assets:2021,Tot Assets:2020,Tot Assets:2019,Tot Assets:2018,Tot Assets:2017,Tot Assets:2016
NSAV US Equity,NET SAVINGS LINK INC, , , , , , , , , 
NTAP US Equity,NETAPP INC,9886999552,9818000384,10026000384,9360000000,7521999872,8741000192,9991000064,9493000192,10037000192
NET LN Equity,NETCALL PLC,77041000,65530000,56979000,51819000,50349000,45361000,44958000,30210000,32178000
NETC DC Equity,NETCOMPANY GROUP AS,8072300032,8159799808,7193910784,7021150208,4039422976,3727577088,3485351936,3469499904,2860400128
NTGR US Equity,NETGEAR INC,850230016,847142016,1019785024,1078530944,1106039040,955812992,1043376000,1208563968,1184455936
ALNTG FP Equity,NETGEM SA,38211000,43200000,47100000,43845000,51412000,28417000, ,59475000,89595000
NETIN CY Equity,NETINFO PLC, ,9948543,9917183,9706882,9285913,8909080,9203180,8590222,8010766
NLST US Equity,NETLIST INC,41839000,72799000,67323000,91176000,25272000,22141000,24865000,18790000,19968000
NETO US Equity,NETOBJECTS INC, , , , , , , , , 
AIAI CN Equity,NETRAMARK HOLDINGS INC,207572,1909876,9197759,8402645,1969533, , , , 
NTCT US Equity,NETSCOUT SYSTEMS INC,2595301888,2820559872,3194708992,3085038080,3120503040,3269993984,3368608000,3601512960,3592843008
NTWK US Equity,NETSOL TECHNOLOGIES INC,64186440,58379408,72608632,86606264,88473088,87497016,99774280,99677328,93349416
NETUM FH Equity,NETUM GROUP OYJ,28583892,32885670,19951678,20277486,12126100,11863400, , , 
NTIP US Equity,NETWORK-1 TECHNOLOGIES INC,45414000,52277000,57969000,64821000,51194000,55076000,60266000,57294000,57597000
NRO FP Equity,NEURONES,725691008,674251008,617241024,567822976,549851008,510137984,449056000,411694016,385631008
NRST IM Equity,NEUROSOFT,23716296,20223284,13854034,9337213,9563180,12515480,13319533,12860937,12768052
NIHL US Equity,NEW INFINITY HOLDINGS LTD, , , , , , , , , 
REGRF US Equity,NEW WORLD SOLUTIONS INC, ,1687069,11329847,11751841, , , , ,3149
NEXCOM DC Equity,NEXCOM A/S,21427000,19275000,20701000,36156000,21169504,2203225,1987828,2904735,2689115
NXO CN Equity,NEXOPTIC TECHNOLOGY CORP, ,106737,1009294,417840,2447748,305060,52331352,63279568,2879549
NXPS US Equity,NEXPRISE INC, , , , , , , , , 
NXR GR Equity,NEXR TECHNOLOGIES SE, , , ,46293340,35535972,31193868,20226388,32593348,80927456
NXNT US Equity,NEXSCIENT INC, , , , , , , , , 
NEXT NO Equity,NEXT BIOMETRICS GROUP AS,152390000,118900000,121850000,161655008,131477000,172896000,150047008,195379008,201484992
NTAR CN Equity,NEXTECH3D.AI CORP,1267681,2986435,17135706,29510258,29075892,7847463,4971711, , 
NXGT US Equity,NEXTELIGENT HOLDINGS INC, , , , , , , , , 
NXT CN Equity,NEXTGEN DIGITAL PLATFORMS IN,435534,96202,0, , , , , , 
NN US Equity,NEXTNAV INC, , , , , , , , , 
NXPL US Equity,NEXTPLAT CORP,36478000,64469000,28642048,20565324,2634237,2427312, , , 
NXU GR Equity,NEXUS AG,437732992,411716000,344196000,247340992,223162000,208066000,211708000,151279008,139640992
NFSE US Equity,NFINANSE INC, , , , , , , , , 
NFO SS Equity,NFO DRIVES AB,21642996,29542000,33033000,32382000,18816000,15584000,26705000,26065000,29709000
NFN GR Equity,NFON AG,89776000,73907000,69420000,83507000,73761000,77206000,51268000,9282000,11581000
NHCMF US Equity,NHC COMMUNICATIONS INC, , , , , , , , , 
NIIN GR Equity,NIIIO FINANCE GROUP AG, ,24926274,25036698,26460366,14055596,15571084,9172785,6138659,6082713
NNIT DC Equity,NNIT A/S,1707000064,1976999936,2755000064,2574000128,2662000128,2612999936,2544281088,2322284032,1590515968
NIR/H CN Equity,NOBLE IRON INC,758329.375,1016271.6875,8684706,5000727.5,4992032.5,4950199,7358212,10071442,14411547
NOKIA FH Equity,NOKIA OYJ,39148998656,39859998720,42943000576,40049000448,36190998528,39127998464,39516999680,41024000000,44900999168
NORBT NO Equity,NORBIT ASA,2184199936,1496400000,1220800000,976899968,671646976,600011008,462035744,341077888,262006384
NC5A GR Equity,NORCOM INFORMATION TECHNOLOG,5894660,6689957,6969618,9138837,11044219,12038078,12473326,9542955,9203371
NORDIG SS Equity,NORD INSURETECH GROUP AB,64630000,113991000,43159000,50033000,38878000,347804992,188646000, , 
NORDH NO Equity,NORDHEALTH AS - A,82964000,91936000,114895000,125127000, , , , , 
LEVEL SS Equity,NORDIC LEVEL GROUP AB,383076000,397744000,423171008,290004992,79040000,72239000,67630000,80101000,83021000
NOD NO Equity,NORDIC SEMICONDUCTOR ASA,806707008,862244992,776241024,596817024,515814016,318359008,267160992,185119008,174684000
NADA US Equity,NORTH AMERICAN DATACOM INC, , , , , , , , , 
CODE LN Equity,NORTHCODERS GROUP PLC,6986512,7264168,7335923, , , , , , 
NBA PL Equity,NOVABASE SGPS SA,162396000,176667008,149640992,165444000,169792992,191888000,172255008,184226000,205188992
NTEKB SS Equity,NOVOTEK AB-B SHS,655833024,501800000,414548992,318847008,278608992,239314000,215282000,186155008,159775008
NVI CN Equity,NOVRA TECHNOLOGIES INC,5433046,7311885,8813097,9467358,10248639,10264425,10874249,9059526,8068983
NOWG US Equity,NOWIGENCE INC, , , , , , , , , 
NOW CN Equity,NOWVERTICAL GROUP INC,63119484,59232288,46229252, , , , , , 
NSEO US Equity,NS8 CORP, , , , , , , , , 
NCI CN Equity,NTG CLARITY NETWORKS INC,28292860,12456036,8167611,6490706,3406423,2768138,7900467,8463198,8397344
NBVA CN Equity,NUBEVA TECHNOLOGIES LTD,6117689,5509262,5640267,3669695.75,3182743,7373382.5,10010415, , 
NUC GR Equity,NUCLETRON ELECTRONIC AG,20744804,19624724, ,16119000,14748000,15176000,14648000,13903000,13134000
NTNX US Equity,NUTANIX INC - A,2143917952,2526915072,2365748992,2277496064,1768546944,1786041984,1599879936,738211968,399086016
NUTX US Equity,NUTEX HEALTH INC,655320384,398245504,431752000,394650048,169857,6692504,449428,3328755,510835
NVEC US Equity,NVE CORP,66780032,69255168,67467488,72500736,79498152,83615888,87431464,93774808,100854056
NVDA US Equity,NVIDIA CORP,65728000000,41181999104,44187000832,28790999040,17315000320,13292000256,11240999936,9841000448,7369999872
NXPI US Equity,NXP SEMICONDUCTORS NV,24384999424,24352999424,23235999744,20864000000,19847000064,20016001024,21529999360,24049000448,24898000896
NYXO US Equity,NYXIO TECHNOLOGIES CORP, , , , , , , , , 
OBDUB SS Equity,OBDUCAT AB-B SHS,86033000,105487000,113082000,82166000,73072000,114230000,97574000,82594000,134450000
ALBIZ FP Equity,OBIZ SA,55235376,48613812,17078140,13028662,6319535, , , , 
OBLG US Equity,OBLONG INC,5275000,6925000,5661000,28607000,29143000,34909000,7962000,15424000,16500000
OVTZ US Equity,OCULUS INC,39540,183955,717840,2246283,496272,383719,6764,28871,68576
OJSY US Equity,OJSYS INC, , , , , , , , , 
OKTA US Equity,OKTA INC,8988999680,9306999808,9205695488,3298797056,1955394944,984313024,399263008,130635000,149763008
OLB US Equity,OLB GROUP INC,12679529,19728412,38653820,45529492,14377502,11868929,11999274,32755, 
OLI IM Equity,OLIDATA SPA,88696000,91655000,84730000,38385000,12420161,12209573,12372309,4940223,9055329
OLO US Equity,OLO INC - CLASS A,754776000,742819008,775561984,755875968,134424000,33146000, , , 
OMHI US Equity,OM HOLDINGS INTERNATIONAL I, , , , , , , , , 
OMDA NO Equity,OMDA AS,787737984,769208000,693544000,814812992,661406976,346215008,292128000, , 
ON US Equity,ON SEMICONDUCTOR,14089799680,13215200256,11978500096,9626000384,8668000256,8425500160,7587599872,7195100160,6924400128
ONTF US Equity,ON24 INC,250952992,280302016,425472992,480488992,156718000,68536000,34706000, , 
ONCI US Equity,ON4 COMMUNICATIONS INC, , , , , , , , , 
OSS US Equity,ONE STOP SYSTEMS INC,36933984,48265652,56364572,51590440,39128764,39778008,36056816, ,14284171
ONEF SS Equity,ONEFLOW AB,270544992,245624992,309808992,102755000,69961000,46063000, , , 
OLMM US Equity,ONELIFE TECHNOLOGIES CORP, , , , , , , , , 
ONMD US Equity,ONEMEDNET CORP,3727000,464000,30434314,117857184, , , , , 
ONEI US Equity,ONEMETA INC,314847,1143690,1478178, , , , , , 
OSPN US Equity,ONESPAN INC,338734016,289191008,335081984,342271008,375203008,382542016,352825984,337622016,327270016
OS US Equity,ONESTREAM INC,823220992,361559008,320012000, , , , , , 
ONE AU Equity,ONEVIEW HEALTHCARE PLC-CDI,25958360,21918164,12754145,21087416,14246844,17766856,16846096,35397492,41196728
MLONL FP Equity,ONLINEFORMAPRO, ,18603148, ,11575125,8353761, , ,3824579,3373654
ONTO US Equity,ONTO INNOVATION INC,2117090944,1909712000,1794862976,1649812992,1468172032,1448579968,375630016,309699008,287830016
OODA SS Equity,OODASH GROUP AB,147088992,147644000,339227008,359044992,74144000,24361110,17367000,9482000, 
OOOO/H CN Equity,OOOOO ENTERTAINMENT COMMERCE, , , , , , , , , 
OTEX CN Equity,OPEN TEXT CORP,14205707264,17089200128,10178972672,9609335808,10234821632,7933975040,7765028864,7480562176,5154144256
OPTER SS Equity,OPTER AB,45223000,40412000,34505000,31250000,17427056,16483466,13136703, , 
OCC US Equity,OPTICAL CABLE CORP,40358012,43878900,40557808,37916528,36557812,40106936,43098460,40139180,40665788
OPTL US Equity,OPTIMUM INTERACTIVE (USA), , , , , , , , , 
OPT CN Equity,OPTIVA INC,70142000,84314000,86618000,92660344,77379776, ,130761672,232631472,197056048
ORA PZ Equity,ORA TECHNOLOGY PLC,304938,1389414,1, , , , , , 
ORCL US Equity,ORACLE CORP,140975996928,134384001024,109297000448,131106996224,115438002176,108709003264,137850994688,134991003648,112180002816
OBS GR Equity,ORBIS AG,88409000,89089000,85336000,76544000,75571000,56984000,48746000,37386000,35524000
ALORD FP Equity,ORDISSIMO SA, ,9022495, , , , , ,3554684,2693820.5
OGNT US Equity,ORGANA TECHNOLOGIES GROUP IN, , , , , , , , , 
ORHB US Equity,ORHUB INC, , , , , , , , , 
ORIGO IR Equity,ORIGO HF, , ,15675935744,15143969792,12363977728,11884633088,12348578816,7035192832,6910610944
OHHH US Equity,ORION HAUS HOMES & HOTELS IN, , , , , , , , , 
OSA IM Equity,OSAI AUTOMATION SYSTEM SPA, ,84476000,76532000,62677000,64274000,42605300,36993000,36528000,30599000
ALOSM FP Equity,OSMOZIS SAS, ,34025304,26602896,25457952,22877064,22396580, ,20749360,10577571
OSR GR Equity,OSRAM LICHT AG,6903000064,7401999872,8832000000,9644000256,3987000064,4335000064,4728999936,4238000128,4800999936
OTEC NO Equity,OTELLO CORP ASA,80287000,110194000,109800000,365000000,425300000,435400000,434200000,636600000,836899968
TR9 GR Equity,OTRS AG, ,10974234,13867200,13373501,11134481,9067444,7401518.5,6171022,5293501.5
OURLIV SS Equity,OURLIVING AB,10347000,28301000,37764000,38447000,16686000,13133000,19485000,17598000,3699173
OUST US Equity,OUSTER INC,276148000,330743008,256136992,307702016,201073152, , , , 
OB US Equity,OUTBRAIN INC,549212992,664636992,781148032,795889984,356486016, , , , 
OM US Equity,OUTSET MEDICAL INC,275795008,313800992,400115008,463464000,403828992,88366000,151130000, , 
OVH FP Equity,OVH GROUPE SAS,1669761024,1602632960,1442749056,1252273024,1055131008,897673984,894091008, , 
OMG LN Equity,OXFORD METRICS PLC,93558000,99166000,94702000,51058000,45634000,44169000,40553000,40180000,37715000
PFSF US Equity,PACIFIC SOFTWARE INC, , , , , , , , , 
MLPAC FP Equity,PACTE NOVATION, ,4861154,5174776,4649562,4332329,4626943,4329867,4044568,3821204
PGY US Equity,PAGAYA TECHNOLOGIES LTD -A,1291072000,1208376064,1045078976,866792000,204272000, , , , 
PD US Equity,PAGERDUTY INC,925305984,817873024,806448000,795443008,435398016,197234000,81368000, , 
PLTR US Equity,PALANTIR TECHNOLOGIES INC-A,6340883968,4522424832,3461239040,3247450112,2690503936,1594024960,1430964992, , 
PANW US Equity,PALO ALTO NETWORKS INC,19990900736,14501099520,12253599744,10241599488,9065400320,6592200192,5948899840,3438299904,2858200064
ICP GR Equity,PANAMAX AG, ,444239.25,399321.5625, ,180213.2344,662004.4375,682685.75,206646.2031,635105.875
NARA CN Equity,PANGENOMIC HEALTH INC, ,71478,504142,2576928,147225, , , , 
PANVP BB Equity,PANTECH - AUC, , , , , , , , , 
PCPJ US Equity,PAPERCLIP INC, , , , , , , , , 
PAR US Equity,PAR TECHNOLOGY CORP/DEL,1380727040,802606016,854857984,888148992,343748992,189612000,94681000,114624000,124511000
4966 TT Equity,PARADE TECHNOLOGIES LTD,26204610560,23368554496,22071697408,19141625856,16568577024,13772607488,12034445312,10591944704,9857972224
PGN GR Equity,PARAGON GMBH & CO KGAA,98317000,108521000,172612000,159668992,200495008,274056000,362292992,311847008,115553000
PRKR US Equity,PARKERVISION INC,5879000,4023000,1751000,3440000,4456000,3926000,6331000,8910000,8576211
PSN US Equity,PARSONS CORP,5487962112,4804061184,4198141952,3830939904,3937703936,3450368000,2612578048,2272718080, 
JY0 GR Equity,PARTEC AG, ,831256832,74999384, , , , , , 
PASO US Equity,PATIENT ACCESS SOLUTIONS INC, , , , , , , , , 
PPRG US Equity,PATIENT PORTAL TECHNOLOGIES, , , , , , , , , 
PAYC US Equity,PAYCOM SOFTWARE INC,5859899904,4197539072,3902512896,3215144960,2607911936,2486917120,1521926016,1550137984,1078612992
PCTY US Equity,PAYLOCITY HOLDING CORP,4245459968,3695680000,4809013760,2414885120,1985648000,1803940992,1507598976,1137441024,1390689024
PBHG US Equity,PBS HOLDING INC, , , , , , , , , 
PCSV US Equity,PCS EDVENTURES!.COM INC,8290344, , , , , , , ,1221222
PDFS US Equity,PDF SOLUTIONS INC,315288992,290136000,278671008,273768000,287580000,239544000,225904992,224176000,222328992
PTOP US Equity,PEER TO PEER NETWORK, , , , , , , , , 
PGGG US Equity,PEGASUS GAMING CORP, , , , , , , , , 
PEGA US Equity,PEGASYSTEMS INC,1768273024,1510736000,1357671936,1593531008,1604262016,984812032,982553024,1012753024,654656000
PENG US Equity,PENGUIN SOLUTIONS INC,1474505984,1505958016,1572064000,1344797952,786608000,704137024,672761984,480028000,458655008
PEN LN Equity,PENNANT INTL GROUP PLC,15936000,18711000,19790000,21628000,22760000,22881000,18657136,16937664,16298045
PLWY US Equity,PEOPLES WAY.COM INC, , , , , , , , , 
PRSO US Equity,PERASO INC,7206000,10714000,22486000,47951000,9987000,9399000,11756000,23139000,27145000
PERF GA Equity,PERFOMANCE TECHNOLOGIES IT,59047748,48376940,37120500,31300104,22361446,18528638,13673382,11893786,12148696
PO1 GR Equity,PERFORMANCE ONE AG, ,4513616.5,4471858.5,4159726.75,3522551,2599126.75, , , 
PEXIP NO Equity,PEXIP HOLDING ASA,2224882944,2021058944,2086736000,2387581952,2435581952,1070084992,947481024, , 
PXPP US Equity,PHOENIX APPS INC, , , , , , ,0,3984,14392
PLAB US Equity,PHOTRONICS INC,1712059008,1526221056,1315830016,1294201984,1188182016,1118664960,1110008960,1020793984,988267008
PHR US Equity,PHREESIA INC,370326016,370056992,494476000,326665984,158758000,59262000,57136320, , 
PHUN US Equity,PHUNWARE INC,114781000,6728000,54835000,99294000,31836000,29052000,36881000,71349928,70965720
PTRK SS Equity,PHYSITRACK PLC,30505832,38182900,41312844,32910248,9508630,1821048,2024403, , 
PIKL US Equity,PIKSEL INC CLASS A-2, , , , , , , , , 
PGFY US Equity,PINGIFY INTERNATIONAL INC, , , , , , , , , 
PBI US Equity,PITNEY BOWES INC,3397516032,4272185088,4741355008,4958871040,5224363008,5466899968,5938419200,6678714880,5837132800
PVT CN Equity,PIVOTREE INC, , , , , , , , , 
PXLW US Equity,PIXELWORKS INC,64072000,95969000,102323000,106600000,72038000,64657000,65341000,67543000,30857000
NPT CN Equity,PLAINTREE SYSTEMS INC,14984627,16127824,18047494,12047622,11278959,16166851,12184522,10342103,12080462
P4O GR Equity,PLAN OPTIK AG,16516026,16214238,15025749,14119593,10265268,11107370,10138791,9560732,8962629
PL US Equity,PLANET LABS PBC,701996992,752723008,821441024,399308000, , , , , 
PLNW FP Equity,PLANISWARE SA,300507008,255118000,210786000,174300992,141007008,83366088,71175376,56733068,53183104
AGS US Equity,PLAYAGS INC,709592000,680337984,684750976,732811008,740777984,762377984,731342016,697241984,634092032
PLEK GR Equity,PLENUM AG, ,15455386,17892240,19606828,11687124,11016988,10247241,4691000,3468000
PLXS US Equity,PLEXUS CORP,3153820928,3321171968,3393224960,2461893120,2289848064,2000882944,1932642048,1976182016,1765819008
PLYZ US Equity,PLYZER TECHNOLOGIES INC, , , , , ,206941,283091,17164,9071
PTK CN Equity,POET TECHNOLOGIES INC,69652448,8777417,15390453,27153976,11636728,24077356,25137904,25205772,35505956
PPMH US Equity,POINT TO POINT METHODICS INC, , , , , , , , , 
PIHN US Equity,POLARIS INTERNATIONAL HOLDIN, , , , , , , , , 
PLT NO Equity,POLIGHT ASA,264032992,223432000,178242000,238691008,141760992,144996992,219528992,171134000,219544992
PRCH US Equity,PORCH GROUP INC,813968000,899393024,1049057024,1038747008,268591008,48468000, , , 
PBIT CN Equity,POSABIT SYSTEMS CORP,12380767,17382152,20611184,9997485,3685719,2624412.5,173683,104598, 
POWI US Equity,POWER INTEGRATIONS INC,828825984,819868032,840096000,1014486976,903339008,803896000,588697024,621073984,554409984
AIOT US Equity,POWERFLEET INC,308680000,217746000,218056000,229867008,208800992,223032992,57803000,60932000,44246000
PWS IM Equity,POWERSOFT SPA,53318428,59801016,48388396,34903160,30885904,31885444,26934262, , 
PSTO US Equity,POWERSTORM HOLDINGS INC, , , , , , , , , 
PRTI CN Equity,PR TECHNOLOGY INC, , ,105542,1968751,4487439, , , , 
PRCOB SS Equity,PRECIO FISHBONE AB,209749312,338222368,187023008,191990240,206287696,173789504,155549648,137401040,133177000
PREC SS Equity,PRECISE BIOMETRICS AB,203066000,212664992,213222000,241052000,152952992,158472992,158787008,189618000,196096000
PRE IM Equity,PREDICT SPA, ,7139405,5943249, , , , , , 
PAI/H CN Equity,PREDICTIV AI INC,23636,71977,211386,457830,597731,1914607,1753965,839208,1047792
PMPG US Equity,PREMIER PRODUCTS GROUP INC, , , , ,0,0,0,84,84
PRST US Equity,PRESTO AUTOMATION INC, ,46687000, ,174683360,152600448,25000, , , 
PREVB SS Equity,PREVAS AB-B SHS,1436800000,1060364992,995777984,823702976,454494016,399329984,371358016,364247008,361864992
PRICB SS Equity,PRICER AB-B SHS,2381400064,2008091008,2037234944,1730680064,1394496000,1120992000,1121600000,918521984,931280000
PMSO US Equity,PRIMAL SOLUTIONS INC, , , , , , , , , 
PCYS US Equity,PRIMECARE SYSTEMS INC, , , , , , , , , 
PSWR US Equity,PRISM SOFTWARE CORP, , , , , , , , , 
PRVA US Equity,PRIVIA HEALTH GROUP INC,1135783040,999900032,792812992,686372992,328968992,270204992, , , 
PDA0 GR Equity,PRO DV AG,2580192.75,2722306.75,1540225.75,1240815,1200283.25,1280458.5,1616062.75,837668.0625,773163.25
PACT SS Equity,PROACT IT GROUP AB,4475656192,4044448000,4241871872,3394971904,2923936000,2876709888,2213093120,1941243008,1806766976
PROAC FP Equity,PROACTIS SA, ,11301000,27210000,24461000,24920000, , , ,34197000
PCOR US Equity,PROCORE TECHNOLOGIES INC,2101371008,1893568000,1740409984,1690657024,820766976,503664000,274996000, , 
ALPRO FP Equity,PRODWARE,623758976,589785984,352334016,325244000,376624000,359767008,316232992,295415008,271608992
PWG FP Equity,PRODWAYS GROUP SA,98589000,105464000,119128000,113668000,111409000,119353000,115521000,116846000,55560000
PROF GA Equity,PROFILE SYSTEMS & SOFTWARE S,67612072,55794568,47172984,43437648,37247640,36132268,35883908,37121264,37021624
PRFO SS Equity,PROFOTO HOLDING AB,872000000,799000000,801000000,585000000,673000000,698000000,474000000,87477000,113755000
PRGS US Equity,PROGRESS SOFTWARE CORP,2526966016,1602782976,1411479040,1363537024,1041782016,881270976,644150016,718718016,754827008
PRLO US Equity,PROLOGIC MANAGEMENT SYSTEMS, , , , , , , , , 
ALPRG FP Equity,PROLOGUE - REG, ,69603000,86150000,82973000,91930000,87276000,78209000,73252000,71316000
PRO US Equity,PROS HOLDINGS INC,419902016,421832992,452952000,494483008,539971008,513307008,436967008,288683008,227654000
MAPS CN Equity,PROSTAR HOLDINGS INC,620150,330111,2473600,7337340,3561992,231858,2143903,2215065,2124844
TXTM US Equity,PROTEXT MOBILITY INC, , , , , , , , , 
PROVIT SS Equity,PROVIDE IT SWEDEN AB,10200327,14951377,13775662,15336115,19688952,19601516,31618972,31604656,11317550
PRXM US Equity,PROXIM WIRELESS CORP, , , , , , , , , 
PSAN GR Equity,PSI SOFTWARE SE,273862016,283152992,272598016,284121984,259399008,248836992,208671008,194010000,199427008
PTC US Equity,PTC INC,6383541760,6288842240,4687267840,4507559936,3382737920,2664588032,2329021952,2360384000,2345729024
PTSH US Equity,PTS INC, , , , , , , , , 
PUBM US Equity,PUBMATIC INC-CLASS A,739518976,695243008,642174976,550214976,371246016,207444992,178223008, , 
PUGE US Equity,PUGET TECHNOLOGIES INC, , , , , , , , , 
PULS LN Equity,PULSAR GROUP PLC,88401000,90689000,96475000,101209000,26559000,27898000,23857000,11232000,12470000
PLFX US Equity,PULSE EVOLUTION CORP, , , , , , , , , 
PSTG US Equity,PURE STORAGE INC - CLASS A,3655759872,3543460096,3135314944,2819440128,2364204032,1973025024,1123995008,899745024,870782976
TPE GR Equity,PVA TEPLA AG,299459008,305360000,290331008,240244992,177244992,180932992,162155008,119096000,94736000
PWCO US Equity,PWRCOR INC, , , , , , , , , 
QBY GR Equity,Q.BEYOND AG,152886000,154343008,161060000,200300000,190864000,225092000,281412992,297084000,306003008
QTWO US Equity,Q2 HOLDINGS INC,1294795008,1201425024,1349725952,1385044992,1416701952,1009433984,463720000,212815008,200980000
QBNK SS Equity,QBNK HOLDING AB,37395000,38401000,39379000,17985000,24074000,17983000,14375000,16494000,17697000
